FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
,,Saskatchewan,Canada,2020-04-13 23:15:25,52.9399,-106.4509,300,4,0,296,"Saskatchewan, Canada"
,,Shaanxi,China,2020-04-11 00:52:23,35.1917,108.8701,256,3,248,5,"Shaanxi, China"
,,Shandong,China,2020-04-13 09:36:31,36.3427,118.1498,784,7,758,19,"Shandong, China"
,,Shanghai,China,2020-04-13 09:36:31,31.201999999999998,121.4491,618,7,446,165,"Shanghai, China"
,,Shanxi,China,2020-04-13 00:27:41,37.5777,112.2922,173,0,135,38,"Shanxi, China"
,,Sichuan,China,2020-04-13 09:36:31,30.6171,102.7103,560,3,548,9,"Sichuan, China"
,,Sint Maarten,Netherlands,2020-04-13 23:07:34,18.0425,-63.0548,50,9,5,36,"Sint Maarten, Netherlands"
,,South Australia,Australia,2020-04-13 23:15:42,-34.9285,138.6007,429,4,179,246,"South Australia, Australia"
,,St Martin,France,2020-04-13 23:07:34,18.0708,-63.0501,32,2,11,19,"St Martin, France"
,,Tasmania,Australia,2020-04-13 23:15:42,-42.8821,147.3272,144,5,48,91,"Tasmania, Australia"
,,Tianjin,China,2020-04-13 15:28:25,39.3054,117.323,184,3,164,17,"Tianjin, China"
,,Tibet,China,2020-02-23 11:19:02,31.6927,88.0924,1,0,1,0,"Tibet, China"
,,Turks and Caicos Islands,United Kingdom,2020-04-13 23:07:34,21.69400000000001,-71.7979,10,1,0,9,"Turks and Caicos Islands, United Kingdom"
,,Victoria,Australia,2020-04-13 23:15:42,-37.8136,144.9631,1281,14,926,341,"Victoria, Australia"
,,Western Australia,Australia,2020-04-13 23:15:42,-31.9505,115.8605,517,6,216,295,"Western Australia, Australia"
,,Xinjiang,China,2020-03-08 05:31:02,41.1129,85.2401,76,3,73,0,"Xinjiang, China"
,,Yukon,Canada,2020-04-13 23:15:25,64.2823,-135.0,8,0,0,8,"Yukon, Canada"
,,Yunnan,China,2020-04-11 00:13:50,24.974,101.48700000000001,184,2,174,8,"Yunnan, China"
,,Zhejiang,China,2020-04-13 09:36:31,29.1832,120.0934,1267,1,1239,27,"Zhejiang, China"
,,,Afghanistan,2020-04-13 23:07:34,33.93911,67.709953,665,21,32,612,Afghanistan
,,,Albania,2020-04-13 23:07:34,41.1533,20.1683,467,23,232,212,Albania
,,,Algeria,2020-04-13 23:07:34,28.0339,1.6596,1983,313,601,1069,Algeria
,,,Andorra,2020-04-13 23:07:34,42.5063,1.5218,646,29,128,489,Andorra
,,,Angola,2020-04-13 23:07:34,-11.2027,17.8739,19,2,4,13,Angola
,,,Antigua and Barbuda,2020-04-13 23:07:34,17.0608,-61.7964,23,2,0,21,Antigua and Barbuda
,,,Argentina,2020-04-13 23:07:34,-38.4161,-63.6167,2208,97,515,1596,Argentina
,,,Armenia,2020-04-13 23:07:34,40.0691,45.0382,1039,14,211,814,Armenia
,,,Austria,2020-04-13 23:07:34,47.5162,14.5501,14041,368,7343,6330,Austria
,,,Azerbaijan,2020-04-13 23:07:34,40.1431,47.5769,1148,12,289,847,Azerbaijan
,,,Bahamas,2020-04-13 23:07:34,25.025885,-78.035889,47,8,6,33,Bahamas
,,,Bahrain,2020-04-13 23:07:34,26.0275,50.55,1361,6,591,764,Bahrain
,,,Bangladesh,2020-04-13 23:07:34,23.685,90.3563,803,39,42,722,Bangladesh
,,,Barbados,2020-04-13 23:07:34,13.1939,-59.5432,72,4,13,55,Barbados
,,,Belarus,2020-04-13 23:07:34,53.7098,27.9534,2919,29,203,2687,Belarus
,,,Belgium,2020-04-13 23:07:34,50.8333,4.469936,30589,3903,6707,19979,Belgium
,,,Belize,2020-04-13 23:07:34,17.1899,-88.4976,18,2,0,16,Belize
,,,Benin,2020-04-13 23:07:34,9.3077,2.3158,35,1,5,29,Benin
,,,Bhutan,2020-04-13 23:07:34,27.5142,90.4336,5,0,2,3,Bhutan
,,,Bolivia,2020-04-13 23:07:34,-16.2902,-63.5887,330,27,2,301,Bolivia
,,,Bosnia and Herzegovina,2020-04-13 23:07:34,43.9159,17.6791,1037,39,206,792,Bosnia and Herzegovina
,,,Botswana,2020-04-13 23:07:34,-22.3285,24.6849,13,1,0,12,Botswana
,,,Brazil,2020-04-13 23:07:34,-14.235,-51.9253,23430,1328,173,21929,Brazil
,,,Brunei,2020-04-13 23:07:34,4.5353,114.7277,136,1,107,28,Brunei
,,,Bulgaria,2020-04-13 23:07:34,42.7339,25.4858,685,32,71,582,Bulgaria
,,,Burkina Faso,2020-04-13 23:07:34,12.2383,-1.5616,497,27,161,309,Burkina Faso
,,,Burma,2020-04-13 23:07:34,21.9162,95.956,62,4,2,56,Burma
,,,Burundi,2020-04-13 23:07:34,-3.3731,29.9189,5,1,0,4,Burundi
,,,Cabo Verde,2020-04-13 23:07:34,16.5388,-23.0418,10,1,1,8,Cabo Verde
,,,Cambodia,2020-04-13 23:07:34,11.55,104.9167,122,0,77,45,Cambodia
,,,Cameroon,2020-04-13 23:07:34,3.8480000000000003,11.5021,820,12,98,710,Cameroon
,,,Central African Republic,2020-04-13 23:07:34,6.6111,20.9394,11,0,3,8,Central African Republic
,,,Chad,2020-04-13 23:07:34,15.4542,18.7322,23,0,2,21,Chad
,,,Chile,2020-04-13 23:07:34,-35.6751,-71.543,7525,82,2367,5076,Chile
,,,Colombia,2020-04-13 23:07:34,4.5709,-74.2973,2852,112,319,2421,Colombia
,,,Congo (Brazzaville),2020-04-13 23:07:34,-4.2634,15.2832,60,5,5,50,Congo (Brazzaville)
,,,Congo (Kinshasa),2020-04-13 23:07:34,-4.322447,15.307045,235,20,17,198,Congo (Kinshasa)
,,,Costa Rica,2020-04-13 23:07:34,9.7489,-83.7534,612,3,62,547,Costa Rica
,,,Cote d'Ivoire,2020-04-13 23:07:34,7.54,-5.5471,626,6,89,531,Cote d'Ivoire
,,,Croatia,2020-04-13 23:07:34,45.1,15.2,1650,25,400,1225,Croatia
,,,Cuba,2020-04-13 23:07:34,21.521757,-77.78116700000002,726,21,121,584,Cuba
,,,Cyprus,2020-04-13 23:07:34,35.1264,33.4299,662,12,65,585,Cyprus
,,,Czechia,2020-04-13 23:07:34,49.8175,15.472999999999999,6059,143,519,5397,Czechia
,,,Denmark,2020-04-13 23:07:34,56.2639,9.5018,6318,285,2235,3798,Denmark
,,,Diamond Princess,2020-04-13 23:07:34,,,712,11,619,82,Diamond Princess
,,,Djibouti,2020-04-13 23:07:34,11.8251,42.5903,298,2,41,255,Djibouti
,,,Dominica,2020-04-13 23:07:34,15.415,-61.371,16,0,8,8,Dominica
,,,Dominican Republic,2020-04-13 23:07:34,18.7357,-70.1627,3167,177,152,2838,Dominican Republic
,,,Ecuador,2020-04-13 23:07:34,-1.8312,-78.1834,7529,355,597,6577,Ecuador
,,,Egypt,2020-04-13 23:07:34,26.820553000000004,30.802497999999996,2190,164,589,1437,Egypt
,,,El Salvador,2020-04-13 23:07:34,13.7942,-88.8965,137,6,22,109,El Salvador
,,,Equatorial Guinea,2020-04-13 23:07:34,1.6508,10.2679,21,0,4,17,Equatorial Guinea
,,,Eritrea,2020-04-13 23:07:34,15.1794,39.7823,34,0,0,34,Eritrea
,,,Estonia,2020-04-13 23:07:34,58.5953,25.0136,1332,28,102,1202,Estonia
,,,Eswatini,2020-04-13 23:07:34,-26.5225,31.4659,15,0,7,8,Eswatini
,,,Ethiopia,2020-04-13 23:07:34,9.145,40.4897,74,3,14,57,Ethiopia
,,,Fiji,2020-04-13 23:07:34,-17.7134,178.065,16,0,0,16,Fiji
,,,Finland,2020-04-13 23:07:34,61.92411,25.748151,3064,59,300,2705,Finland
250,,,France,2020-04-13 23:07:34,46.2276,2.2137,136779,14967,27718,94094,France
,,,Gabon,2020-04-13 23:07:34,-0.8037,11.6094,57,1,1,55,Gabon
,,,Gambia,2020-04-13 23:07:34,13.4432,-15.3101,9,1,2,6,Gambia
,,,Georgia,2020-04-13 23:07:34,42.3154,43.3569,272,3,68,201,Georgia
,,,Germany,2020-04-13 23:07:34,51.165690999999995,10.451526,130072,3194,64300,62578,Germany
,,,Ghana,2020-04-13 23:07:34,7.9465,-1.0232,566,8,4,554,Ghana
,,,Greece,2020-04-13 23:07:34,39.0742,21.8243,2145,99,269,1777,Greece
,,,Grenada,2020-04-13 23:07:34,12.1165,-61.678999999999995,14,0,0,14,Grenada
,,,Guatemala,2020-04-13 23:07:34,15.7835,-90.2308,156,5,19,132,Guatemala
,,,Guinea,2020-04-13 23:07:34,9.9456,-9.6966,319,0,17,302,Guinea
,,,Guinea-Bissau,2020-04-13 23:07:34,11.8037,-15.1804,38,0,0,38,Guinea-Bissau
,,,Guyana,2020-04-13 23:07:34,4.860416000000002,-58.93018000000001,45,6,8,31,Guyana
,,,Haiti,2020-04-13 23:07:34,18.9712,-72.2852,40,3,0,37,Haiti
,,,Holy See,2020-04-13 23:07:34,41.9029,12.4534,8,0,2,6,Holy See
,,,Honduras,2020-04-13 23:07:34,15.2,-86.2419,397,25,7,365,Honduras
,,,Hungary,2020-04-13 23:07:34,47.1625,19.5033,1458,109,120,1229,Hungary
,,,Iceland,2020-04-13 23:07:34,64.9631,-19.0208,1711,8,933,770,Iceland
,,,India,2020-04-13 23:07:34,20.593684,78.96288,10453,358,1181,8914,India
,,,Indonesia,2020-04-13 23:07:34,-0.7893,113.9213,4557,399,380,3778,Indonesia
,,,Iran,2020-04-13 23:07:34,32.427908,53.68804599999999,73303,4585,45983,22735,Iran
,,,Iraq,2020-04-13 23:07:34,33.223191,43.679291,1378,78,717,583,Iraq
,,,Ireland,2020-04-13 23:07:34,53.1424,-7.6921,10647,365,25,10257,Ireland
,,,Israel,2020-04-13 23:07:34,31.046051000000002,34.851612,11586,116,1855,9615,Israel
,,,Italy,2020-04-13 23:07:34,41.87194,12.56738,159516,20465,35435,103616,Italy
,,,Jamaica,2020-04-13 23:07:34,18.1096,-77.2975,73,4,19,50,Jamaica
,,,Japan,2020-04-13 23:07:34,36.204824,138.252924,7370,123,784,6463,Japan
,,,Jordan,2020-04-13 23:07:34,31.24,36.51,391,7,215,169,Jordan
,,,Kazakhstan,2020-04-13 23:07:34,48.0196,66.9237,1091,12,138,941,Kazakhstan
,,,Kenya,2020-04-13 23:07:34,-0.0236,37.9062,208,9,40,159,Kenya
,,,"Korea, South",2020-04-13 23:07:34,35.90775700000001,127.766922,10537,217,7447,2873,"Korea, South"
,,,Kosovo,2020-04-13 23:07:34,42.602636,20.902977,283,7,58,218,Kosovo
,,,Kuwait,2020-04-13 23:07:34,29.311659999999996,47.481766,1300,2,150,1148,Kuwait
,,,Kyrgyzstan,2020-04-13 23:07:34,41.20438,74.766098,419,5,67,347,Kyrgyzstan
,,,Laos,2020-04-13 23:07:34,19.856270000000002,102.495496,19,0,0,19,Laos
,,,Latvia,2020-04-13 23:07:34,56.8796,24.6032,655,5,16,634,Latvia
,,,Lebanon,2020-04-13 23:07:34,33.8547,35.8623,632,20,80,532,Lebanon
,,,Liberia,2020-04-13 23:07:34,6.4280550000000005,-9.429499,59,6,4,49,Liberia
,,,Libya,2020-04-13 23:07:34,26.3351,17.228331,26,1,9,16,Libya
,,,Liechtenstein,2020-04-13 23:07:34,47.14,9.55,79,1,55,23,Liechtenstein
,,,Lithuania,2020-04-13 23:07:34,55.1694,23.8813,1062,24,101,937,Lithuania
,,,Luxembourg,2020-04-13 23:07:34,49.8153,6.1296,3292,69,500,2723,Luxembourg
,,,MS Zaandam,2020-04-13 23:07:34,,,9,2,0,7,MS Zaandam
,,,Madagascar,2020-04-13 23:07:34,-18.766947000000002,46.869107,106,0,21,85,Madagascar
,,,Malawi,2020-04-13 23:07:34,-13.254307999999998,34.301525,16,2,0,14,Malawi
,,,Malaysia,2020-04-13 23:07:34,4.210483999999999,101.97576600000001,4817,77,2276,2464,Malaysia
,,,Maldives,2020-04-13 23:07:34,3.2028,73.2207,20,0,14,6,Maldives
,,,Mali,2020-04-13 23:07:34,17.570692,-3.996166000000001,123,10,26,87,Mali
,,,Malta,2020-04-13 23:07:34,35.9375,14.3754,384,3,44,337,Malta
,,,Mauritania,2020-04-13 23:07:34,21.0079,-10.9408,7,1,2,4,Mauritania
,,,Mauritius,2020-04-13 23:07:34,-20.348404000000002,57.552152,324,9,42,273,Mauritius
,,,Mexico,2020-04-13 23:07:34,23.6345,-102.5528,4661,296,1843,2522,Mexico
,,,Moldova,2020-04-13 23:07:34,47.4116,28.3699,1712,35,107,1570,Moldova
,,,Monaco,2020-04-13 23:07:34,43.7333,7.4167,93,1,6,86,Monaco
,,,Mongolia,2020-04-13 23:07:34,46.8625,103.8467,17,0,4,13,Mongolia
,,,Montenegro,2020-04-13 23:07:34,42.708678000000006,19.37439,274,3,5,266,Montenegro
,,,Morocco,2020-04-13 23:07:34,31.7917,-7.0926,1763,126,203,1434,Morocco
,,,Mozambique,2020-04-13 23:07:34,-18.665695,35.529562,21,0,2,19,Mozambique
,,,Namibia,2020-04-13 23:07:34,-22.9576,18.4904,16,0,3,13,Namibia
,,,Nepal,2020-04-13 23:07:34,28.1667,84.25,14,0,1,13,Nepal
,,,Netherlands,2020-04-13 23:07:34,52.1326,5.2913,26551,2823,250,23478,Netherlands
,,,New Zealand,2020-04-13 23:07:34,-40.9006,174.886,1349,5,546,798,New Zealand
,,,Nicaragua,2020-04-13 23:07:34,12.865416,-85.207229,9,1,4,4,Nicaragua
,,,Niger,2020-04-13 23:07:34,17.607789,8.081666,529,12,75,442,Niger
,,,Nigeria,2020-04-13 23:07:34,9.082,8.6753,343,10,91,242,Nigeria
,,,North Macedonia,2020-04-13 23:07:34,41.6086,21.7453,854,38,44,772,North Macedonia
,,,Norway,2020-04-13 23:07:34,60.472,8.4689,6603,134,32,6437,Norway
,,,Oman,2020-04-13 23:07:34,21.512583,55.92325500000001,727,4,124,599,Oman
,,,Pakistan,2020-04-13 23:07:34,30.3753,69.3451,5496,93,1095,4308,Pakistan
,,,Panama,2020-04-13 23:07:34,8.538,-80.7821,3400,87,29,3284,Panama
,,,Papua New Guinea,2020-04-13 23:07:34,-6.314993,143.95555,2,0,0,2,Papua New Guinea
,,,Paraguay,2020-04-13 23:07:34,-23.4425,-58.4438,147,6,22,119,Paraguay
,,,Peru,2020-04-13 23:07:34,-9.19,-75.0152,9784,216,2642,6926,Peru
,,,Philippines,2020-04-13 23:07:34,12.879721,121.77401699999999,4932,315,242,4375,Philippines
,,,Poland,2020-04-13 23:07:34,51.9194,19.1451,6934,245,487,6202,Poland
,,,Portugal,2020-04-13 23:07:34,39.3999,-8.2245,16934,535,277,16122,Portugal
,,,Qatar,2020-04-13 23:07:34,25.3548,51.1839,3231,7,334,2890,Qatar
,,,Romania,2020-04-13 23:07:34,45.9432,24.9668,6633,331,914,5388,Romania
,,,Russia,2020-04-13 23:07:34,61.52401,105.31875600000001,18328,148,1470,16710,Russia
,,,Rwanda,2020-04-13 23:07:34,-1.9403,29.8739,127,0,42,85,Rwanda
,,,Saint Kitts and Nevis,2020-04-13 23:07:34,17.357822,-62.782998,12,0,0,12,Saint Kitts and Nevis
,,,Saint Lucia,2020-04-13 23:07:34,13.9094,-60.9789,15,0,4,11,Saint Lucia
,,,Saint Vincent and the Grenadines,2020-04-13 23:07:34,12.9843,-61.2872,12,0,1,11,Saint Vincent and the Grenadines
,,,San Marino,2020-04-13 23:07:34,43.9424,12.4578,356,35,53,268,San Marino
,,,Sao Tome and Principe,2020-04-13 23:07:34,0.18636,6.613081,4,0,0,4,Sao Tome and Principe
,,,Saudi Arabia,2020-04-13 23:07:34,23.885942,45.079162,4934,65,805,4064,Saudi Arabia
,,,Senegal,2020-04-13 23:07:34,14.4974,-14.4524,291,2,178,111,Senegal
,,,Serbia,2020-04-13 23:07:34,44.0165,21.0059,4054,85,0,3969,Serbia
,,,Seychelles,2020-04-13 23:07:34,-4.6796,55.492,11,0,0,11,Seychelles
,,,Sierra Leone,2020-04-13 23:07:34,8.460555000000001,-11.779889,10,0,0,10,Sierra Leone
,,,Singapore,2020-04-13 23:07:34,1.2833,103.8333,2918,9,586,2323,Singapore
,,,Slovakia,2020-04-13 23:07:34,48.669,19.699,769,2,107,660,Slovakia
,,,Slovenia,2020-04-13 23:07:34,46.1512,14.9955,1212,55,152,1005,Slovenia
,,,Somalia,2020-04-13 23:07:34,5.152149,46.199616,60,2,2,56,Somalia
,,,South Africa,2020-04-13 23:07:34,-30.5595,22.9375,2272,27,410,1835,South Africa
,,,South Sudan,2020-04-13 23:07:34,6.8770000000000024,31.307,4,0,0,4,South Sudan
,,,Spain,2020-04-13 23:07:34,40.463667,-3.7492199999999998,170099,17756,64727,87616,Spain
,,,Sri Lanka,2020-04-13 23:07:34,7.873054,80.77179699999998,217,7,56,154,Sri Lanka
,,,Sudan,2020-04-13 23:07:34,12.8628,30.2176,29,4,4,21,Sudan
,,,Suriname,2020-04-13 23:07:34,3.9193,-56.0278,10,1,6,3,Suriname
,,,Sweden,2020-04-13 23:07:34,60.128161,18.643501,10948,919,381,9648,Sweden
,,,Switzerland,2020-04-13 23:07:34,46.8182,8.2275,25688,1138,13700,10850,Switzerland
,,,Syria,2020-04-13 23:07:34,34.802075,38.99681500000001,25,2,5,18,Syria
,,,Taiwan*,2020-04-13 09:36:31,23.7,121.0,393,6,109,278,Taiwan*
,,,Tanzania,2020-04-13 23:07:34,-6.369028,34.888822,49,3,7,39,Tanzania
,,,Thailand,2020-04-13 23:07:34,15.870032,100.992541,2579,40,1288,1251,Thailand
,,,Timor-Leste,2020-04-13 23:07:34,-8.874217,125.727539,4,0,1,3,Timor-Leste
,,,Togo,2020-04-13 23:07:34,8.6195,0.8248,77,3,29,45,Togo
,,,Trinidad and Tobago,2020-04-13 23:07:34,10.6918,-61.2225,113,8,16,89,Trinidad and Tobago
,,,Tunisia,2020-04-13 23:07:34,33.886917,9.537499,726,34,43,649,Tunisia
,,,Turkey,2020-04-13 23:07:34,38.9637,35.2433,61049,1296,3957,55796,Turkey
,,,Uganda,2020-04-13 23:07:34,1.373333,32.290275,54,0,7,47,Uganda
,,,Ukraine,2020-04-13 23:07:34,48.3794,31.1656,3102,93,97,2912,Ukraine
,,,United Arab Emirates,2020-04-13 23:07:34,23.424076,53.847818000000004,4521,25,852,3644,United Arab Emirates
,,,United Kingdom,2020-04-13 23:07:34,55.3781,-3.4360000000000004,88621,11329,0,77292,United Kingdom
,,,Uruguay,2020-04-13 23:07:34,-32.5228,-55.7658,480,8,231,241,Uruguay
,,,Uzbekistan,2020-04-13 23:07:34,41.377491,64.585262,998,4,85,909,Uzbekistan
,,,Venezuela,2020-04-13 23:07:34,6.4238,-66.5897,189,9,110,70,Venezuela
,,,Vietnam,2020-04-13 23:07:34,14.058323999999999,108.277199,265,0,146,119,Vietnam
,,,West Bank and Gaza,2020-04-13 23:07:34,31.9522,35.2332,308,2,58,248,West Bank and Gaza
,,,Western Sahara,2020-04-13 23:07:34,24.2155,-12.8858,6,0,0,6,Western Sahara
,,,Yemen,2020-04-13 23:07:34,15.552726999999999,48.516388,1,0,0,1,Yemen
,,,Zambia,2020-04-13 23:07:34,-13.133897,27.849332,45,2,30,13,Zambia
,,,Zimbabwe,2020-04-13 23:07:34,-19.015438,29.154857,17,3,0,14,Zimbabwe
,,Alberta,Canada,2020-04-14 23:40:54,53.9333,-116.5765,1870,48,0,1822,"Alberta, Canada"
,,Anguilla,United Kingdom,2020-04-14 23:33:12,18.2206,-63.0686,3,0,1,2,"Anguilla, United Kingdom"
,,Anhui,China,2020-04-09 01:12:20,31.8257,117.2264,991,6,984,1,"Anhui, China"
,,Aruba,Netherlands,2020-04-14 23:33:12,12.5211,-69.9683,92,0,32,60,"Aruba, Netherlands"
,,Australian Capital Territory,Australia,2020-04-14 23:41:11,-35.4735,149.0124,103,2,72,29,"Australian Capital Territory, Australia"
,,Beijing,China,2020-04-14 01:21:44,40.1824,116.4142,589,8,491,90,"Beijing, China"
,,Bermuda,United Kingdom,2020-04-14 23:33:12,32.3078,-64.7505,57,5,30,22,"Bermuda, United Kingdom"
,,"Bonaire, Sint Eustatius and Saba",Netherlands,2020-04-14 23:33:12,12.1784,-68.2385,3,0,0,3,"Bonaire, Sint Eustatius and Saba, Netherlands"
,,British Columbia,Canada,2020-04-14 23:40:54,53.7267,-127.6476,1490,69,0,1421,"British Columbia, Canada"
,,British Virgin Islands,United Kingdom,2020-04-14 23:33:12,18.4207,-64.64,3,0,2,1,"British Virgin Islands, United Kingdom"
,,Cayman Islands,United Kingdom,2020-04-14 23:33:12,19.3133,-81.2546,54,1,6,47,"Cayman Islands, United Kingdom"
,,Channel Islands,United Kingdom,2020-04-14 23:33:12,49.3723,-2.3644,440,13,48,379,"Channel Islands, United Kingdom"
,,Chongqing,China,2020-03-29 00:14:12,30.0572,107.874,579,6,570,3,"Chongqing, China"
,,Curacao,Netherlands,2020-04-14 23:33:12,12.1696,-68.99,14,1,10,3,"Curacao, Netherlands"
,,Falkland Islands (Malvinas),United Kingdom,2020-04-14 23:33:12,-51.7963,-59.5236,11,0,1,10,"Falkland Islands (Malvinas), United Kingdom"
,,Faroe Islands,Denmark,2020-04-14 23:33:12,61.8926,-6.9118,184,0,163,21,"Faroe Islands, Denmark"
,,French Guiana,France,2020-04-14 23:33:12,4.0,-53.0,86,0,51,35,"French Guiana, France"
,,French Polynesia,France,2020-04-14 23:33:12,-17.6797,-149.4068,55,0,0,55,"French Polynesia, France"
,,Fujian,China,2020-04-14 01:59:13,26.0789,117.9874,353,1,329,23,"Fujian, China"
,,Gansu,China,2020-04-14 14:31:10,37.8099,101.0583,139,2,136,1,"Gansu, China"
,,Gibraltar,United Kingdom,2020-04-14 23:33:12,36.1408,-5.3536,129,0,93,36,"Gibraltar, United Kingdom"
,,Grand Princess,Canada,2020-04-14 23:40:54,,,13,0,0,13,"Grand Princess, Canada"
,,Greenland,Denmark,2020-04-14 23:33:12,71.7069,-42.6043,11,0,11,0,"Greenland, Denmark"
,,Guadeloupe,France,2020-04-14 23:33:12,16.265,-61.551,145,8,67,70,"Guadeloupe, France"
,,Guangdong,China,2020-04-14 10:29:41,23.3417,113.4244,1564,8,1458,98,"Guangdong, China"
,,Guangxi,China,2020-04-02 00:16:02,23.8298,108.7881,254,2,252,0,"Guangxi, China"
,,Guizhou,China,2020-03-18 01:37:43,26.8154,106.8748,146,2,144,0,"Guizhou, China"
,,Hainan,China,2020-03-24 04:19:14,19.1959,109.7453,168,6,162,0,"Hainan, China"
,,Hebei,China,2020-04-14 01:49:04,39.549,116.1306,327,6,314,7,"Hebei, China"
,,Heilongjiang,China,2020-04-14 00:52:07,47.862,127.7615,819,13,470,336,"Heilongjiang, China"
,,Henan,China,2020-04-14 00:43:57,33.882,113.614,1276,22,1254,0,"Henan, China"
,,Hong Kong,China,2020-04-14 10:29:41,22.3,114.2,1012,4,434,574,"Hong Kong, China"
,,Hubei,China,2020-04-14 01:11:34,30.9756,112.2707,67803,3221,64363,219,"Hubei, China"
,,Hunan,China,2020-04-02 01:30:57,27.6104,111.7088,1019,4,1014,1,"Hunan, China"
,,Inner Mongolia,China,2020-04-13 23:49:09,44.0935,113.9448,190,1,91,98,"Inner Mongolia, China"
,,Isle of Man,United Kingdom,2020-04-14 23:33:12,54.2361,-4.5481,254,2,141,111,"Isle of Man, United Kingdom"
,,Jiangsu,China,2020-04-14 01:54:09,32.9711,119.455,653,0,641,12,"Jiangsu, China"
,,Jiangxi,China,2020-04-10 01:22:42,27.614,115.7221,937,1,936,0,"Jiangxi, China"
,,Jilin,China,2020-04-13 09:36:31,43.6661,126.1923,100,1,96,3,"Jilin, China"
,,Liaoning,China,2020-04-14 00:18:37,41.2956,122.6085,145,2,138,5,"Liaoning, China"
,,Macau,China,2020-04-12 12:33:48,22.1667,113.55,45,0,13,32,"Macau, China"
,,Manitoba,Canada,2020-04-14 23:40:54,53.7609,-98.8139,246,4,0,242,"Manitoba, Canada"
,,Martinique,France,2020-04-14 23:33:12,14.6415,-61.0242,157,6,50,101,"Martinique, France"
,,Mayotte,France,2020-04-14 23:33:12,-12.8275,45.166244,217,3,69,145,"Mayotte, France"
,,Montserrat,United Kingdom,2020-04-14 23:33:12,16.742498,-62.187366000000004,11,0,1,10,"Montserrat, United Kingdom"
,,New Brunswick,Canada,2020-04-14 23:40:54,46.5653,-66.4619,116,0,0,116,"New Brunswick, Canada"
,,New Caledonia,France,2020-04-14 23:33:12,-20.904304999999997,165.618042,18,0,1,17,"New Caledonia, France"
,,New South Wales,Australia,2020-04-14 23:41:11,-33.8688,151.2093,2870,25,4,2841,"New South Wales, Australia"
,,Newfoundland and Labrador,Canada,2020-04-14 23:40:54,53.1355,-57.6604,244,3,0,241,"Newfoundland and Labrador, Canada"
,,Ningxia,China,2020-03-16 08:47:05,37.2692,106.1655,75,0,75,0,"Ningxia, China"
,,Northern Territory,Australia,2020-04-14 23:41:11,-12.4634,130.8456,28,0,6,22,"Northern Territory, Australia"
,,Northwest Territories,Canada,2020-04-14 23:40:54,64.8255,-124.8457,5,0,0,5,"Northwest Territories, Canada"
,,Nova Scotia,Canada,2020-04-14 23:40:54,44.681999999999995,-63.7443,517,3,0,514,"Nova Scotia, Canada"
,,Ontario,Canada,2020-04-14 23:40:54,51.2538,-85.3232,7953,334,0,7619,"Ontario, Canada"
,,Prince Edward Island,Canada,2020-04-14 23:40:54,46.5107,-63.4168,25,0,0,25,"Prince Edward Island, Canada"
,,Qinghai,China,2020-02-23 11:19:02,35.7452,95.9956,18,0,18,0,"Qinghai, China"
,,Quebec,Canada,2020-04-14 23:40:54,52.9399,-73.5491,14248,435,0,13813,"Quebec, Canada"
,,Queensland,Australia,2020-04-14 23:41:11,-27.4698,153.0251,998,5,442,551,"Queensland, Australia"
,,Recovered,Canada,2020-04-14 23:40:54,,,0,0,8210,-8210,"Recovered, Canada"
,,Reunion,France,2020-04-14 23:33:12,-21.1151,55.5364,391,0,40,351,"Reunion, France"
,,Saint Barthelemy,France,2020-04-14 23:33:12,17.9,-62.8333,6,0,4,2,"Saint Barthelemy, France"
,,Saint Pierre and Miquelon,France,2020-04-14 23:33:12,46.8852,-56.3159,1,0,0,1,"Saint Pierre and Miquelon, France"
,,Saskatchewan,Canada,2020-04-14 23:40:54,52.9399,-106.4509,300,4,0,296,"Saskatchewan, Canada"
,,Shaanxi,China,2020-04-11 00:52:23,35.1917,108.8701,256,3,248,5,"Shaanxi, China"
,,Shandong,China,2020-04-14 00:43:57,36.3427,118.1498,784,7,759,18,"Shandong, China"
,,Shanghai,China,2020-04-14 10:39:48,31.202,121.4491,618,7,468,143,"Shanghai, China"
,,Shanxi,China,2020-04-13 00:27:41,37.5777,112.2922,173,0,135,38,"Shanxi, China"
,,Sichuan,China,2020-04-13 09:36:31,30.6171,102.7103,560,3,548,9,"Sichuan, China"
,,Sint Maarten,Netherlands,2020-04-14 23:33:12,18.0425,-63.0548,52,9,5,38,"Sint Maarten, Netherlands"
,,South Australia,Australia,2020-04-14 23:41:11,-34.9285,138.6007,433,4,240,189,"South Australia, Australia"
,,St Martin,France,2020-04-14 23:33:12,18.0708,-63.0501,32,2,11,19,"St Martin, France"
,,Tasmania,Australia,2020-04-14 23:41:11,-42.8821,147.3272,165,6,53,106,"Tasmania, Australia"
,,Tianjin,China,2020-04-14 14:31:10,39.3054,117.323,185,3,168,14,"Tianjin, China"
,,Tibet,China,2020-02-23 11:19:02,31.6927,88.0924,1,0,1,0,"Tibet, China"
,,Turks and Caicos Islands,United Kingdom,2020-04-14 23:33:12,21.69400000000001,-71.7979,10,1,0,9,"Turks and Caicos Islands, United Kingdom"
,,Victoria,Australia,2020-04-14 23:41:11,-37.8136,144.9631,1291,14,1118,159,"Victoria, Australia"
