FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
,,New Caledonia,France,2020-04-12 23:17:00,-20.904305,165.618042,18,0,1,17,"New Caledonia, France"
,,New South Wales,Australia,2020-04-12 23:25:00,-33.8688,151.2093,2857,24,4,2829,"New South Wales, Australia"
,,Newfoundland and Labrador,Canada,2020-04-12 23:24:00,53.1355,-57.6604,242,3,0,239,"Newfoundland and Labrador, Canada"
,,Ningxia,China,2020-03-16 08:47:00,37.2692,106.1655,75,0,75,0,"Ningxia, China"
,,Northern Territory,Australia,2020-04-12 23:25:00,-12.4634,130.8456,28,0,2,26,"Northern Territory, Australia"
,,Northwest Territories,Canada,2020-04-12 23:24:00,64.8255,-124.8457,5,0,0,5,"Northwest Territories, Canada"
,,Nova Scotia,Canada,2020-04-12 23:24:00,44.682,-63.7443,445,2,0,443,"Nova Scotia, Canada"
,,Ontario,Canada,2020-04-12 23:24:00,51.2538,-85.3232,7049,274,0,6775,"Ontario, Canada"
,,Prince Edward Island,Canada,2020-04-12 23:24:00,46.5107,-63.4168,25,0,0,25,"Prince Edward Island, Canada"
,,Qinghai,China,2020-02-23 11:19:00,35.7452,95.9956,18,0,18,0,"Qinghai, China"
,,Quebec,Canada,2020-04-12 23:24:00,52.9399,-73.5491,12846,328,0,12518,"Quebec, Canada"
,,Queensland,Australia,2020-04-12 23:25:00,-27.4698,153.0251,983,5,372,606,"Queensland, Australia"
,,Recovered,Canada,2020-04-12 23:24:00,,,0,0,7123,-7123,"Recovered, Canada"
,,Reunion,France,2020-04-12 23:17:00,-21.1151,55.5364,389,0,40,349,"Reunion, France"
,,Saint Barthelemy,France,2020-04-12 23:17:00,17.9,-62.8333,6,0,4,2,"Saint Barthelemy, France"
,,Saint Pierre and Miquelon,France,2020-04-12 23:17:00,46.8852,-56.3159,1,0,0,1,"Saint Pierre and Miquelon, France"
,,Saskatchewan,Canada,2020-04-12 23:24:00,52.9399,-106.4509,298,4,0,294,"Saskatchewan, Canada"
,,Shaanxi,China,2020-04-11 00:52:00,35.1917,108.8701,256,3,248,5,"Shaanxi, China"
,,Shandong,China,2020-04-11 00:37:00,36.3427,118.1498,784,7,757,20,"Shandong, China"
,,Shanghai,China,2020-04-12 05:28:00,31.202,121.4491,607,7,446,154,"Shanghai, China"
,,Shanxi,China,2020-04-11 00:16:00,37.5777,112.2922,172,0,135,37,"Shanxi, China"
,,Sichuan,China,2020-04-11 00:41:00,30.6171,102.7103,560,3,547,10,"Sichuan, China"
,,Sint Maarten,Netherlands,2020-04-12 23:17:00,18.0425,-63.0548,50,9,5,36,"Sint Maarten, Netherlands"
,,South Australia,Australia,2020-04-12 23:25:00,-34.9285,138.6007,429,4,179,246,"South Australia, Australia"
,,St Martin,France,2020-04-12 23:17:00,18.0708,-63.0501,32,2,11,19,"St Martin, France"
,,Tasmania,Australia,2020-04-12 23:25:00,-42.8821,147.3272,133,5,48,80,"Tasmania, Australia"
,,Tianjin,China,2020-04-12 15:13:00,39.3054,117.323,183,3,161,19,"Tianjin, China"
,,Tibet,China,2020-02-23 11:19:00,31.6927,88.0924,1,0,1,0,"Tibet, China"
,,Turks and Caicos Islands,United Kingdom,2020-04-12 23:17:00,21.694,-71.7979,9,1,0,8,"Turks and Caicos Islands, United Kingdom"
,,Victoria,Australia,2020-04-12 23:25:00,-37.8136,144.9631,1268,14,926,328,"Victoria, Australia"
,,Western Australia,Australia,2020-04-12 23:25:00,-31.9505,115.8605,514,6,216,292,"Western Australia, Australia"
,,Xinjiang,China,2020-03-08 05:31:00,41.1129,85.2401,76,3,73,0,"Xinjiang, China"
,,Yukon,Canada,2020-04-12 23:24:00,64.2823,-135,8,0,0,8,"Yukon, Canada"
,,Yunnan,China,2020-04-11 00:13:00,24.974,101.487,184,2,174,8,"Yunnan, China"
,,Zhejiang,China,2020-04-12 02:25:00,29.1832,120.0934,1267,1,1238,28,"Zhejiang, China"
,,,Afghanistan,2020-04-12 23:17:00,33.93911,67.709953,607,18,32,557,Afghanistan
,,,Albania,2020-04-12 23:17:00,41.1533,20.1683,446,23,217,206,Albania
,,,Algeria,2020-04-12 23:17:00,28.0339,1.6596,1914,293,591,1030,Algeria
,,,Andorra,2020-04-12 23:17:00,42.5063,1.5218,638,29,128,481,Andorra
,,,Angola,2020-04-12 23:17:00,-11.2027,17.8739,19,2,4,13,Angola
,,,Antigua and Barbuda,2020-04-12 23:17:00,17.0608,-61.7964,21,2,0,19,Antigua and Barbuda
,,,Argentina,2020-04-12 23:17:00,-38.4161,-63.6167,2142,90,468,1584,Argentina
,,,Armenia,2020-04-12 23:17:00,40.0691,45.0382,1013,13,197,803,Armenia
,,,Austria,2020-04-12 23:17:00,47.5162,14.5501,13945,350,6987,6608,Austria
,,,Azerbaijan,2020-04-12 23:17:00,40.1431,47.5769,1098,11,250,837,Azerbaijan
,,,Bahamas,2020-04-12 23:17:00,25.025885,-78.035889,46,8,5,33,Bahamas
,,,Bahrain,2020-04-12 23:17:00,26.0275,50.55,1136,6,558,572,Bahrain
,,,Bangladesh,2020-04-12 23:17:00,23.685,90.3563,621,34,39,548,Bangladesh
,,,Barbados,2020-04-12 23:17:00,13.1939,-59.5432,71,4,11,56,Barbados
,,,Belarus,2020-04-12 23:17:00,53.7098,27.9534,2578,26,203,2349,Belarus
,,,Belgium,2020-04-12 23:17:00,50.8333,4.469936,29647,3600,6463,19584,Belgium
,,,Belize,2020-04-12 23:17:00,17.1899,-88.4976,14,2,0,12,Belize
,,,Benin,2020-04-12 23:17:00,9.3077,2.3158,35,1,5,29,Benin
,,,Bhutan,2020-04-12 23:17:00,27.5142,90.4336,5,0,2,3,Bhutan
,,,Bolivia,2020-04-12 23:17:00,-16.2902,-63.5887,300,24,2,274,Bolivia
,,,Bosnia and Herzegovina,2020-04-12 23:17:00,43.9159,17.6791,1009,39,193,777,Bosnia and Herzegovina
,,,Botswana,2020-04-12 23:17:00,-22.3285,24.6849,13,1,0,12,Botswana
,,,Brazil,2020-04-12 23:17:00,-14.235,-51.9253,22192,1223,173,20796,Brazil
,,,Brunei,2020-04-12 23:17:00,4.5353,114.7277,136,1,106,29,Brunei
,,,Bulgaria,2020-04-12 23:17:00,42.7339,25.4858,675,29,68,578,Bulgaria
,,,Burkina Faso,2020-04-12 23:17:00,12.2383,-1.5616,497,27,161,309,Burkina Faso
,,,Burma,2020-04-12 23:17:00,21.9162,95.956,41,4,2,35,Burma
,,,Burundi,2020-04-12 23:17:00,-3.3731,29.9189,5,0,0,5,Burundi
,,,Cabo Verde,2020-04-12 23:17:00,16.5388,-23.0418,8,1,1,6,Cabo Verde
,,,Cambodia,2020-04-12 23:17:00,11.55,104.9167,122,0,77,45,Cambodia
,,,Cameroon,2020-04-12 23:17:00,3.848,11.5021,820,12,98,710,Cameroon
,,,Central African Republic,2020-04-12 23:17:00,6.6111,20.9394,8,0,0,8,Central African Republic
,,,Chad,2020-04-12 23:17:00,15.4542,18.7322,18,0,2,16,Chad
,,,Chile,2020-04-12 23:17:00,-35.6751,-71.543,7213,80,2059,5074,Chile
,,,Colombia,2020-04-12 23:17:00,4.5709,-74.2973,2776,109,270,2397,Colombia
,,,Congo (Brazzaville),2020-04-12 23:17:00,-4.2634,15.2832,60,5,5,50,Congo (Brazzaville)
,,,Congo (Kinshasa),2020-04-12 23:17:00,-4.322447,15.307045,234,20,16,198,Congo (Kinshasa)
,,,Costa Rica,2020-04-12 23:17:00,9.7489,-83.7534,595,3,56,536,Costa Rica
,,,Cote d'Ivoire,2020-04-12 23:17:00,7.54,-5.5471,574,5,85,484,Cote d'Ivoire
,,,Croatia,2020-04-12 23:17:00,45.1,15.2,1600,23,373,1204,Croatia
,,,Cuba,2020-04-12 23:17:00,21.521757,-77.781167,669,18,92,559,Cuba
,,,Cyprus,2020-04-12 23:17:00,35.1264,33.4299,633,11,65,557,Cyprus
,,,Czechia,2020-04-12 23:17:00,49.8175,15.473,5991,138,464,5389,Czechia
,,,Denmark,2020-04-12 23:17:00,56.2639,9.5018,6174,273,2123,3778,Denmark
,,,Diamond Princess,2020-04-12 23:17:00,,,712,11,619,82,Diamond Princess
,,,Djibouti,2020-04-12 23:17:00,11.8251,42.5903,214,2,36,176,Djibouti
,,,Dominica,2020-04-12 23:17:00,15.415,-61.371,16,0,8,8,Dominica
,,,Dominican Republic,2020-04-12 23:17:00,18.7357,-70.1627,2967,173,131,2663,Dominican Republic
,,,Ecuador,2020-04-12 23:17:00,-1.8312,-78.1834,7466,333,501,6632,Ecuador
,,,Egypt,2020-04-12 23:17:00,26.820553,30.802498,2065,159,589,1317,Egypt
,,,El Salvador,2020-04-12 23:17:00,13.7942,-88.8965,125,6,21,98,El Salvador
,,,Equatorial Guinea,2020-04-12 23:17:00,1.6508,10.2679,21,0,3,18,Equatorial Guinea
,,,Eritrea,2020-04-12 23:17:00,15.1794,39.7823,34,0,0,34,Eritrea
,,,Estonia,2020-04-12 23:17:00,58.5953,25.0136,1309,25,98,1186,Estonia
,,,Eswatini,2020-04-12 23:17:00,-26.5225,31.4659,14,0,7,7,Eswatini
,,,Ethiopia,2020-04-12 23:17:00,9.145,40.4897,71,3,10,58,Ethiopia
,,,Fiji,2020-04-12 23:17:00,-17.7134,178.065,16,0,0,16,Fiji
,,,Finland,2020-04-12 23:17:00,61.92411,25.748151,2974,56,300,2618,Finland
00250,,,France,2020-04-12 23:17:00,46.2276,2.2137,132591,14393,27186,91012,France
,,,Gabon,2020-04-12 23:17:00,-0.8037,11.6094,49,1,1,47,Gabon
,,,Gambia,2020-04-12 23:17:00,13.4432,-15.3101,9,1,2,6,Gambia
,,,Georgia,2020-04-12 23:17:00,42.3154,43.3569,257,3,67,187,Georgia
,,,Germany,2020-04-12 23:17:00,51.165691,10.451526,127854,3022,60300,64532,Germany
,,,Ghana,2020-04-12 23:17:00,7.9465,-1.0232,566,8,4,554,Ghana
,,,Greece,2020-04-12 23:17:00,39.0742,21.8243,2114,98,269,1747,Greece
,,,Grenada,2020-04-12 23:17:00,12.1165,-61.679,14,0,0,14,Grenada
,,,Guatemala,2020-04-12 23:17:00,15.7835,-90.2308,155,5,19,131,Guatemala
,,,Guinea,2020-04-12 23:17:00,9.9456,-9.6966,250,0,17,233,Guinea
,,,Guinea-Bissau,2020-04-12 23:17:00,11.8037,-15.1804,38,0,0,38,Guinea-Bissau
,,,Guyana,2020-04-12 23:17:00,4.860416,-58.93018,45,6,8,31,Guyana
,,,Haiti,2020-04-12 23:17:00,18.9712,-72.2852,33,3,0,30,Haiti
,,,Holy See,2020-04-12 23:17:00,41.9029,12.4534,8,0,2,6,Holy See
,,,Honduras,2020-04-12 23:17:00,15.2,-86.2419,393,25,7,361,Honduras
,,,Hungary,2020-04-12 23:17:00,47.1625,19.5033,1410,99,118,1193,Hungary
,,,Iceland,2020-04-12 23:17:00,64.9631,-19.0208,1701,8,889,804,Iceland
,,,India,2020-04-12 23:17:00,20.593684,78.96288,9205,331,1080,7794,India
,,,Indonesia,2020-04-12 23:17:00,-0.7893,113.9213,4241,373,359,3509,Indonesia
,,,Iran,2020-04-12 23:17:00,32.427908,53.688046,71686,4474,43894,23318,Iran
,,,Iraq,2020-04-12 23:17:00,33.223191,43.679291,1352,76,640,636,Iraq
,,,Ireland,2020-04-12 23:17:00,53.1424,-7.6921,9655,334,25,9296,Ireland
,,,Israel,2020-04-12 23:17:00,31.046051,34.851612,11145,103,1627,9415,Israel
,,,Italy,2020-04-12 23:17:00,41.87194,12.56738,156363,19899,34211,102253,Italy
,,,Jamaica,2020-04-12 23:17:00,18.1096,-77.2975,69,4,13,52,Jamaica
,,,Japan,2020-04-12 23:17:00,36.204824,138.252924,6748,108,762,5878,Japan
,,,Jordan,2020-04-12 23:17:00,31.24,36.51,389,7,201,181,Jordan
,,,Kazakhstan,2020-04-12 23:17:00,48.0196,66.9237,951,10,99,842,Kazakhstan
,,,Kenya,2020-04-12 23:17:00,-0.0236,37.9062,197,8,25,164,Kenya
,,,"Korea, South",2020-04-12 23:17:00,35.907757,127.766922,10512,214,7368,2930,"Korea, South"
,,,Kosovo,2020-04-12 23:17:00,42.602636,20.902977,283,7,58,218,Kosovo
,,,Kuwait,2020-04-12 23:17:00,29.31166,47.481766,1234,1,142,1091,Kuwait
,,,Kyrgyzstan,2020-04-12 23:17:00,41.20438,74.766098,377,5,54,318,Kyrgyzstan
,,,Laos,2020-04-12 23:17:00,19.85627,102.495496,19,0,0,19,Laos
,,,Latvia,2020-04-12 23:17:00,56.8796,24.6032,651,5,16,630,Latvia
,,,Lebanon,2020-04-12 23:17:00,33.8547,35.8623,630,20,80,530,Lebanon
,,,Liberia,2020-04-12 23:17:00,6.428055,-9.429499,50,5,3,42,Liberia
,,,Libya,2020-04-12 23:17:00,26.3351,17.228331,25,1,9,15,Libya
,,,Liechtenstein,2020-04-12 23:17:00,47.14,9.55,79,1,55,23,Liechtenstein
,,,Lithuania,2020-04-12 23:17:00,55.1694,23.8813,1053,23,97,933,Lithuania
,,,Luxembourg,2020-04-12 23:17:00,49.8153,6.1296,3281,66,500,2715,Luxembourg
,,,MS Zaandam,2020-04-12 23:17:00,,,9,2,0,7,MS Zaandam
,,,Madagascar,2020-04-12 23:17:00,-18.766947,46.869107,106,0,20,86,Madagascar
,,,Malawi,2020-04-12 23:17:00,-13.254308,34.301525,13,2,0,11,Malawi
,,,Malaysia,2020-04-12 23:17:00,4.210484,101.975766,4683,76,2108,2499,Malaysia
,,,Maldives,2020-04-12 23:17:00,3.2028,73.2207,20,0,14,6,Maldives
,,,Mali,2020-04-12 23:17:00,17.570692,-3.996166,105,9,22,74,Mali
,,,Malta,2020-04-12 23:17:00,35.9375,14.3754,378,3,44,331,Malta
,,,Mauritania,2020-04-12 23:17:00,21.0079,-10.9408,7,1,2,4,Mauritania
,,,Mauritius,2020-04-12 23:17:00,-20.348404,57.552152,324,9,42,273,Mauritius
,,,Mexico,2020-04-12 23:17:00,23.6345,-102.5528,4219,273,1772,2174,Mexico
,,,Moldova,2020-04-12 23:17:00,47.4116,28.3699,1662,31,94,1537,Moldova
,,,Monaco,2020-04-12 23:17:00,43.7333,7.4167,93,1,6,86,Monaco
,,,Mongolia,2020-04-12 23:17:00,46.8625,103.8467,16,0,4,12,Mongolia
,,,Montenegro,2020-04-12 23:17:00,42.708678,19.37439,272,3,5,264,Montenegro
,,,Morocco,2020-04-12 23:17:00,31.7917,-7.0926,1661,118,177,1366,Morocco
,,,Mozambique,2020-04-12 23:17:00,-18.665695,35.529562,21,0,2,19,Mozambique
,,,Namibia,2020-04-12 23:17:00,-22.9576,18.4904,16,0,3,13,Namibia
,,,Nepal,2020-04-12 23:17:00,28.1667,84.25,12,0,1,11,Nepal
,,,Netherlands,2020-04-12 23:17:00,52.1326,5.2913,25587,2737,250,22600,Netherlands
,,,New Zealand,2020-04-12 23:17:00,-40.9006,174.886,1330,4,471,855,New Zealand
,,,Nicaragua,2020-04-12 23:17:00,12.865416,-85.207229,9,1,4,4,Nicaragua
,,,Niger,2020-04-12 23:17:00,17.607789,8.081666,529,12,75,442,Niger
,,,Nigeria,2020-04-12 23:17:00,9.082,8.6753,323,10,85,228,Nigeria
,,,North Macedonia,2020-04-12 23:17:00,41.6086,21.7453,828,34,41,753,North Macedonia
,,,Norway,2020-04-12 23:17:00,60.472,8.4689,6525,128,32,6365,Norway
,,,Oman,2020-04-12 23:17:00,21.512583,55.923255,599,4,109,486,Oman
,,,Pakistan,2020-04-12 23:17:00,30.3753,69.3451,5230,91,1028,4111,Pakistan
,,,Panama,2020-04-12 23:17:00,8.538,-80.7821,3234,79,23,3132,Panama
,,,Papua New Guinea,2020-04-12 23:17:00,-6.314993,143.95555,2,0,0,2,Papua New Guinea
,,,Paraguay,2020-04-12 23:17:00,-23.4425,-58.4438,134,6,22,106,Paraguay
,,,Peru,2020-04-12 23:17:00,-9.19,-75.0152,7519,193,1798,5528,Peru
,,,Philippines,2020-04-12 23:17:00,12.879721,121.774017,4648,297,197,4154,Philippines
,,,Poland,2020-04-12 23:17:00,51.9194,19.1451,6674,232,439,6003,Poland
,,,Portugal,2020-04-12 23:17:00,39.3999,-8.2245,16585,504,277,15804,Portugal
,,,Qatar,2020-04-12 23:17:00,25.3548,51.1839,2979,7,275,2697,Qatar
,,,Romania,2020-04-12 23:17:00,45.9432,24.9668,6300,316,852,5132,Romania
,,,Russia,2020-04-12 23:17:00,61.52401,105.318756,15770,130,1291,14349,Russia
,,,Rwanda,2020-04-12 23:17:00,-1.9403,29.8739,126,0,25,101,Rwanda
,,,Saint Kitts and Nevis,2020-04-12 23:17:00,17.357822,-62.782998,12,0,0,12,Saint Kitts and Nevis
,,,Saint Lucia,2020-04-12 23:17:00,13.9094,-60.9789,15,0,4,11,Saint Lucia
,,,Saint Vincent and the Grenadines,2020-04-12 23:17:00,12.9843,-61.2872,12,0,1,11,Saint Vincent and the Grenadines
,,,San Marino,2020-04-12 23:17:00,43.9424,12.4578,356,35,53,268,San Marino
,,,Sao Tome and Principe,2020-04-12 23:17:00,0.18636,6.613081,4,0,0,4,Sao Tome and Principe
,,,Saudi Arabia,2020-04-12 23:17:00,23.885942,45.079162,4462,59,761,3642,Saudi Arabia
,,,Senegal,2020-04-12 23:17:00,14.4974,-14.4524,280,2,171,107,Senegal
,,,Serbia,2020-04-12 23:17:00,44.0165,21.0059,3630,80,0,3550,Serbia
,,,Seychelles,2020-04-12 23:17:00,-4.6796,55.492,11,0,0,11,Seychelles
,,,Sierra Leone,2020-04-12 23:17:00,8.460555,-11.779889,10,0,0,10,Sierra Leone
,,,Singapore,2020-04-12 23:17:00,1.2833,103.8333,2532,8,560,1964,Singapore
,,,Slovakia,2020-04-12 23:17:00,48.669,19.699,742,2,23,717,Slovakia
,,,Slovenia,2020-04-12 23:17:00,46.1512,14.9955,1205,53,150,1002,Slovenia
,,,Somalia,2020-04-12 23:17:00,5.152149,46.199616,25,1,2,22,Somalia
,,,South Africa,2020-04-12 23:17:00,-30.5595,22.9375,2173,25,410,1738,South Africa
,,,South Sudan,2020-04-12 23:17:00,6.877,31.307,4,0,0,4,South Sudan
,,,Spain,2020-04-12 23:17:00,40.463667,-3.74922,166831,17209,62391,87231,Spain
,,,Sri Lanka,2020-04-12 23:17:00,7.873054,80.771797,210,7,56,147,Sri Lanka
,,,Sudan,2020-04-12 23:17:00,12.8628,30.2176,19,2,2,15,Sudan
,,,Suriname,2020-04-12 23:17:00,3.9193,-56.0278,10,1,4,5,Suriname
,,,Sweden,2020-04-12 23:17:00,60.128161,18.643501,10483,899,381,9203,Sweden
,,,Switzerland,2020-04-12 23:17:00,46.8182,8.2275,25415,1106,12700,11609,Switzerland
,,,Syria,2020-04-12 23:17:00,34.802075,38.996815,25,2,5,18,Syria
,,,Taiwan*,2020-04-12 07:18:00,23.7,121,388,6,109,273,Taiwan*
,,,Tanzania,2020-04-12 23:17:00,-6.369028,34.888822,32,3,5,24,Tanzania
,,,Thailand,2020-04-12 23:17:00,15.870032,100.992541,2551,38,1218,1295,Thailand
,,,Timor-Leste,2020-04-12 23:17:00,-8.874217,125.727539,2,0,1,1,Timor-Leste
,,,Togo,2020-04-12 23:17:00,8.6195,0.8248,76,3,29,44,Togo
,,,Trinidad and Tobago,2020-04-12 23:17:00,10.6918,-61.2225,113,8,16,89,Trinidad and Tobago
,,,Tunisia,2020-04-12 23:17:00,33.886917,9.537499,707,31,43,633,Tunisia
,,,Turkey,2020-04-12 23:17:00,38.9637,35.2433,56956,1198,3446,52312,Turkey
,,,Uganda,2020-04-12 23:17:00,1.373333,32.290275,54,0,4,50,Uganda
,,,Ukraine,2020-04-12 23:17:00,48.3794,31.1656,2777,83,89,2605,Ukraine
,,,United Arab Emirates,2020-04-12 23:17:00,23.424076,53.847818,4123,22,680,3421,United Arab Emirates
,,,United Kingdom,2020-04-12 23:17:00,55.3781,-3.436,84279,10612,344,73323,United Kingdom
,,,Uruguay,2020-04-12 23:17:00,-32.5228,-55.7658,480,7,231,242,Uruguay
,,,Uzbekistan,2020-04-12 23:17:00,41.377491,64.585262,865,4,66,795,Uzbekistan
,,,Venezuela,2020-04-12 23:17:00,6.4238,-66.5897,181,9,93,79,Venezuela
,,,Vietnam,2020-04-12 23:17:00,14.058324,108.277199,262,0,144,118,Vietnam
,,,West Bank and Gaza,2020-04-12 23:17:00,31.9522,35.2332,290,2,58,230,West Bank and Gaza
,,,Western Sahara,2020-04-12 23:17:00,24.2155,-12.8858,6,0,0,6,Western Sahara
,,,Yemen,2020-04-12 23:17:00,15.552727,48.516388,1,0,0,1,Yemen
,,,Zambia,2020-04-12 23:17:00,-13.133897,27.849332,43,2,30,11,Zambia
,,,Zimbabwe,2020-04-12 23:17:00,-19.015438,29.154857,14,3,0,11,Zimbabwe
,,Alberta,Canada,2020-04-13 23:15:25,53.9333,-116.5765,1732,46,0,1686,"Alberta, Canada"
,,Anguilla,United Kingdom,2020-04-13 23:07:34,18.2206,-63.0686,3,0,1,2,"Anguilla, United Kingdom"
,,Anhui,China,2020-04-09 01:12:20,31.8257,117.2264,991,6,984,1,"Anhui, China"
,,Aruba,Netherlands,2020-04-13 23:07:34,12.5211,-69.9683,92,0,32,60,"Aruba, Netherlands"
,,Australian Capital Territory,Australia,2020-04-13 23:15:42,-35.4735,149.0124,102,2,59,41,"Australian Capital Territory, Australia"
,,Beijing,China,2020-04-13 09:36:31,40.1824,116.4142,589,8,484,97,"Beijing, China"
,,Bermuda,United Kingdom,2020-04-13 23:07:34,32.3078,-64.7505,57,5,30,22,"Bermuda, United Kingdom"
,,"Bonaire, Sint Eustatius and Saba",Netherlands,2020-04-13 23:07:34,12.1784,-68.2385,3,0,0,3,"Bonaire, Sint Eustatius and Saba, Netherlands"
,,British Columbia,Canada,2020-04-13 23:15:25,53.7267,-127.6476,1490,69,0,1421,"British Columbia, Canada"
,,British Virgin Islands,United Kingdom,2020-04-13 23:07:34,18.4207,-64.64,3,0,2,1,"British Virgin Islands, United Kingdom"
,,Cayman Islands,United Kingdom,2020-04-13 23:07:34,19.3133,-81.2546,53,1,6,46,"Cayman Islands, United Kingdom"
,,Channel Islands,United Kingdom,2020-04-13 23:07:34,49.3723,-2.3644,436,9,48,379,"Channel Islands, United Kingdom"
,,Chongqing,China,2020-03-29 00:14:12,30.0572,107.874,579,6,570,3,"Chongqing, China"
,,Curacao,Netherlands,2020-04-13 23:07:34,12.1696,-68.99,14,1,8,5,"Curacao, Netherlands"
,,Falkland Islands (Malvinas),United Kingdom,2020-04-13 23:07:34,-51.7963,-59.5236,5,0,1,4,"Falkland Islands (Malvinas), United Kingdom"
,,Faroe Islands,Denmark,2020-04-13 23:07:34,61.8926,-6.9118,184,0,157,27,"Faroe Islands, Denmark"
,,French Guiana,France,2020-04-13 23:07:34,4.0,-53.0,86,0,51,35,"French Guiana, France"
,,French Polynesia,France,2020-04-13 23:07:34,-17.6797,-149.4068,55,0,0,55,"French Polynesia, France"
,,Fujian,China,2020-04-13 09:36:31,26.0789,117.9874,352,1,325,26,"Fujian, China"
,,Gansu,China,2020-04-09 02:02:54,37.8099,101.0583,139,2,135,2,"Gansu, China"
,,Gibraltar,United Kingdom,2020-04-13 23:07:34,36.1408,-5.3536,129,0,84,45,"Gibraltar, United Kingdom"
,,Grand Princess,Canada,2020-04-13 23:15:25,,,13,0,0,13,"Grand Princess, Canada"
,,Greenland,Denmark,2020-04-13 23:07:34,71.7069,-42.6043,11,0,11,0,"Greenland, Denmark"
,,Guadeloupe,France,2020-04-13 23:07:34,16.265,-61.551,143,8,67,68,"Guadeloupe, France"
,,Guangdong,China,2020-04-13 09:36:31,23.3417,113.4244,1555,8,1454,93,"Guangdong, China"
,,Guangxi,China,2020-04-02 00:16:02,23.8298,108.7881,254,2,252,0,"Guangxi, China"
,,Guizhou,China,2020-03-18 01:37:43,26.8154,106.8748,146,2,144,0,"Guizhou, China"
,,Hainan,China,2020-03-24 04:19:14,19.1959,109.7453,168,6,162,0,"Hainan, China"
,,Hebei,China,2020-04-09 00:59:02,39.549,116.1306,327,6,313,8,"Hebei, China"
,,Heilongjiang,China,2020-04-13 09:36:31,47.861999999999995,127.7615,740,13,470,257,"Heilongjiang, China"
,,Henan,China,2020-04-12 02:25:30,33.882,113.61399999999999,1276,22,1253,1,"Henan, China"
,,Hong Kong,China,2020-04-13 09:36:31,22.3,114.2,1009,4,360,645,"Hong Kong, China"
,,Hubei,China,2020-04-13 09:36:31,30.9756,112.2707,67803,3221,64338,244,"Hubei, China"
,,Hunan,China,2020-04-02 01:30:57,27.6104,111.7088,1019,4,1014,1,"Hunan, China"
,,Inner Mongolia,China,2020-04-13 09:36:31,44.0935,113.9448,190,1,83,106,"Inner Mongolia, China"
,,Isle of Man,United Kingdom,2020-04-13 23:07:34,54.2361,-4.5481,242,2,131,109,"Isle of Man, United Kingdom"
,,Jiangsu,China,2020-04-12 02:25:30,32.9711,119.455,653,0,638,15,"Jiangsu, China"
,,Jiangxi,China,2020-04-10 01:22:42,27.614,115.7221,937,1,936,0,"Jiangxi, China"
,,Jilin,China,2020-04-13 09:36:31,43.6661,126.1923,100,1,96,3,"Jilin, China"
,,Liaoning,China,2020-04-12 02:25:30,41.2956,122.6085,145,2,136,7,"Liaoning, China"
,,Macau,China,2020-04-12 12:33:48,22.1667,113.55,45,0,13,32,"Macau, China"
,,Manitoba,Canada,2020-04-13 23:15:25,53.7609,-98.8139,246,4,0,242,"Manitoba, Canada"
,,Martinique,France,2020-04-13 23:07:34,14.6415,-61.0242,157,6,50,101,"Martinique, France"
,,Mayotte,France,2020-04-13 23:07:34,-12.8275,45.166244,207,3,59,145,"Mayotte, France"
,,Montserrat,United Kingdom,2020-04-13 23:07:34,16.742498,-62.187366000000004,11,0,1,10,"Montserrat, United Kingdom"
,,New Brunswick,Canada,2020-04-13 23:15:25,46.5653,-66.4619,116,0,0,116,"New Brunswick, Canada"
,,New Caledonia,France,2020-04-13 23:07:34,-20.904304999999997,165.618042,18,0,1,17,"New Caledonia, France"
,,New South Wales,Australia,2020-04-13 23:15:42,-33.8688,151.2093,2863,25,4,2834,"New South Wales, Australia"
,,Newfoundland and Labrador,Canada,2020-04-13 23:15:25,53.1355,-57.6604,244,3,0,241,"Newfoundland and Labrador, Canada"
,,Ningxia,China,2020-03-16 08:47:05,37.2692,106.1655,75,0,75,0,"Ningxia, China"
,,Northern Territory,Australia,2020-04-13 23:15:42,-12.4634,130.8456,28,0,2,26,"Northern Territory, Australia"
,,Northwest Territories,Canada,2020-04-13 23:15:25,64.8255,-124.8457,5,0,0,5,"Northwest Territories, Canada"
,,Nova Scotia,Canada,2020-04-13 23:15:25,44.681999999999995,-63.7443,474,3,0,471,"Nova Scotia, Canada"
,,Ontario,Canada,2020-04-13 23:15:25,51.2538,-85.3232,7470,291,0,7179,"Ontario, Canada"
,,Prince Edward Island,Canada,2020-04-13 23:15:25,46.5107,-63.4168,25,0,0,25,"Prince Edward Island, Canada"
,,Qinghai,China,2020-02-23 11:19:02,35.7452,95.9956,18,0,18,0,"Qinghai, China"
,,Quebec,Canada,2020-04-13 23:15:25,52.9399,-73.5491,13557,360,0,13197,"Quebec, Canada"
,,Queensland,Australia,2020-04-13 23:15:42,-27.4698,153.0251,987,5,372,610,"Queensland, Australia"
,,Recovered,Canada,2020-04-13 23:15:25,,,0,0,7758,-7758,"Recovered, Canada"
,,Reunion,France,2020-04-13 23:07:34,-21.1151,55.5364,391,0,40,351,"Reunion, France"
,,Saint Barthelemy,France,2020-04-13 23:07:34,17.9,-62.8333,6,0,4,2,"Saint Barthelemy, France"
,,Saint Pierre and Miquelon,France,2020-04-13 23:07:34,46.8852,-56.3159,1,0,0,1,"Saint Pierre and Miquelon, France"
